employee_id,full_name,profession_id,profession_group_id,gender,date_of_birth,hire_date,resignation_date
350,"Rina Sari, M.Kep",1413,1,F,16/10/1967,22/06/1991,
351,"Lukman Simanjuntak, M.Ft",1420,1,M,04/05/1969,05/02/1988,
352,"Zara Santoso, Dr.",1413,1,F,21/09/1973,20/09/1999,
353,"Usman Raharjo",1430,2,M,22/08/1995,02/11/2025,
354,"Vina Pratama, S.Ak",1428,2,F,14/10/1982,05/12/2019,
355,"Sari Priyanto",1422,1,F,26/01/1987,14/12/2012,
356,"Bd., Farhan Prasetyo",1414,1,M,09/12/1997,03/03/2019,
357,"S.T, Rudi Setiawan",1425,2,M,03/08/1973,07/12/2000,07/01/2007
358,"M.T, Ratna Wibowo",1425,2,F,07/04/2000,02/06/2018,
359,"Sp.Farm, Nanang Siregar",1419,1,M,17/06/1990,16/03/2010,
360,"Retno Hermawan, S.Farm",1419,1,F,29/05/1982,15/02/2014,
361,"M.Kep, Fajar Kusuma",1413,1,M,03/03/1974,31/05/2000,
362,"Indah Setiawan, M.Biomed",1418,1,F,01/09/1966,18/01/2000,
363,"Oki Malik, drg. Sp.Perio",1412,1,M,09/10/1996,26/05/2023,
364,"S.Ft, Yanti Kurniawan",1420,1,F,14/07/2001,27/06/2024,
365,"Nugroho Budiman, Sp.Kep",1413,1,M,04/11/1986,20/07/2011,02/01/2014
366,"Mira Simbolon, Ners",1413,1,F,14/10/1982,24/01/2003,
367,"S.KM, Candra Putra",1426,2,M,21/06/1981,18/09/2007,24/03/2019
368,"Citra Simanjuntak",1430,2,F,11/02/1990,01/01/2017,
369,"M.T, Nugroho Pasaribu",1423,2,M,31/07/1981,13/08/2020,
370,"S.T, Ratna Suryanto",1423,2,F,11/11/1994,31/01/2014,
371,"Sinta Suprapto",1413,1,F,02/08/1984,08/10/2004,
372,"dr. Sp.RM, Retno Firmansyah",1412,1,F,18/07/1999,30/12/2022,
373,"Gilang Wijaya",1430,2,M,27/07/1988,02/12/2017,
374,"Lestari Hartono, A.Md.RMIK",1426,2,F,11/03/1979,05/10/2015,
375,"Fani Suprapto, M.Keb",1414,1,F,26/01/1998,27/12/2016,11/05/2025
376,"Intan Priyanto",1430,2,F,15/06/1995,16/07/2021,
377,"M.Kes, Irfan Sugiarto",1415,1,M,09/07/2002,29/03/2025,
378,"Puspita Prasetyo",1431,2,F,04/04/1991,15/09/2024,
379,"S.Kes, Galih Simbolon",1424,2,M,27/11/2002,09/12/2025,
380,"Silvi Sari, MARS",1423,2,F,25/01/1986,15/06/2019,
381,"M.Kep, Ika Budiman",1413,1,F,30/06/1988,19/07/2024,
382,"Rudi Nugroho, A.Md.Kep",1413,1,M,11/09/1999,28/06/2019,
383,"dr. Sp.B, Rahmat Priyanto",1412,1,M,30/03/1968,13/03/1991,06/06/2010
384,"Wahyu Pratama",1429,2,M,07/04/1969,05/10/2004,
385,"Puspita Malik, M.Kep",1413,1,F,08/05/1993,05/03/2025,
386,"Nadia Widodo",1413,1,F,21/02/1999,26/07/2018,
387,"Gilang Gunawan",1411,1,M,05/02/1992,13/06/2023,
388,"Intan Simanjuntak, M.Kep",1413,1,F,19/03/1995,01/12/2024,
389,"Diah Simbolon, Ners",1413,1,F,17/06/2001,20/03/2024,
390,"Indra Setiadi",1432,2,M,17/03/1991,08/02/2024,
391,"Indra Sugiarto",1415,1,M,24/04/1986,18/08/2013,
392,"Diah Hartono",1433,2,F,29/06/1978,14/09/2001,
393,"A.Md.T, Yoga Suprapto",1434,2,M,13/09/1967,19/06/1985,17/03/1997
394,"Nadia Hakim",1413,1,F,30/09/1977,28/09/2015,
395,"Ners, Elia Raharjo",1413,1,F,24/04/1989,13/05/2007,
396,"Endah Santoso, SST",1414,1,F,05/02/1993,22/12/2023,
397,"Hendra Simanjuntak",1429,2,M,05/01/1996,04/02/2020,
398,"Ani Prabowo, A.Md.Kep",1413,1,F,16/02/1990,04/03/2010,01/03/2018
399,"SST, Cahyo Situmorang",1417,1,M,28/03/1980,20/07/2000,
400,"Teguh Lubis, Drs.",1423,2,M,06/02/1996,19/03/2023,
401,"Sp.Kep, Budi Suryanto",1413,1,M,19/08/1985,24/05/2009,
402,"Slamet Hakim",1423,2,M,24/04/1993,29/10/2021,
403,"Fitri Prabowo",1430,2,F,21/03/1980,26/07/2001,
404,"Purwanto Nasution, M.KM",1426,2,M,14/08/1987,14/04/2009,
405,"dr. Sp.RM, Linda Sinaga",1412,1,F,15/06/1987,20/11/2017,
406,"Wawan Kusuma, A.Md.Kes",1422,1,M,09/09/1971,05/12/2000,
407,"Retno Nasution",1427,2,F,28/04/1969,27/12/1992,
408,"S.Keb, Mega Maulana",1414,1,F,16/10/1989,12/02/2021,
409,"S.T, Maya Setiawan",1434,2,F,04/08/1991,29/07/2020,
410,"Yanto Permana, Dr.",1413,1,M,28/11/1991,08/03/2010,
411,"Hendra Kusuma, MARS",1424,2,M,24/03/1994,14/05/2020,
412,"dr. Sp.P, Kusuma Tampubolon",1412,1,M,13/08/1982,17/02/2011,
413,"Ade Nasution",1430,2,M,03/12/1968,08/01/2002,
414,"S.Tr.Kes, Lukas Sitompul",1431,2,M,22/05/1973,31/05/1998,
415,"Dwi Widodo, dr. Sp.M",1412,1,M,04/03/2000,30/07/2019,
416,"M.M, Dimas Hartono",1427,2,M,18/11/1980,22/04/2007,
417,"M.Kes, Mira Maulana",1415,1,F,25/04/1969,26/03/2004,
418,"MD, Irfan Lubis",1411,1,M,17/05/1995,30/10/2013,
419,"Hendra Nugroho, A.Md",1427,2,M,14/12/2001,05/01/2020,
420,"Zahra Sinaga, A.Md",1427,2,F,15/07/1966,27/07/1990,
421,"Wawan Manurung",1429,2,M,13/05/2001,03/07/2022,
422,"Dedi Setiadi, Ners",1413,1,M,06/04/1971,20/10/1999,
423,"A.Md.Kes, Purwanto Hutabarat",1415,1,M,30/07/1988,12/09/2013,
424,"Nanang Hutabarat, M.KM",1426,2,M,06/05/1971,07/07/2010,
425,"Sinta Pratama, A.Md.Kep",1413,1,F,31/08/1999,15/02/2022,
426,"S.Kep, Tri Manurung",1413,1,F,06/09/1990,02/10/2024,
427,"Lukman Suryanto",1415,1,M,26/05/1975,23/02/1996,
428,"Dr., Mega Putra",1411,1,F,11/09/1980,02/06/2018,
429,"S.Ked, Firmansyah Hutabarat",1411,1,M,09/11/1992,13/10/2023,
430,"Lestari Suryanto, Ners",1413,1,F,27/07/2002,20/08/2022,
431,"M.KM, Sri Budiman",1426,2,F,19/08/1986,16/12/2011,
432,"Budi Siregar",1429,2,M,06/08/1980,12/05/2013,
433,"Sp.Kep, Diana Manurung",1413,1,F,25/09/1965,28/01/1992,
434,"Joko Hutabarat",1430,2,M,26/07/1990,27/04/2009,
435,"S.Tr.Kes, Sri Hidayat",1431,2,F,22/05/1993,01/12/2016,22/12/2025
436,"Sinta Hidayat",1427,2,F,19/06/1968,09/10/2002,
437,"Dimas Raharjo",1423,2,M,27/11/1988,26/06/2014,
438,"Bambang Panjaitan, drg. Sp.KGA",1412,1,M,22/10/1971,14/09/2002,
439,"Ningsih Simanjuntak",1433,2,F,07/11/1980,12/08/2002,
440,"Dr., Hendra Suryanto",1413,1,M,27/03/1988,22/02/2024,
441,"Tri Suryanto, M.Kep",1413,1,F,25/04/1997,26/06/2017,
442,"Prasetyo Pasaribu",1430,2,M,10/05/1967,30/12/1991,
443,"Elia Setiawan, RD",1421,1,F,20/09/1970,12/11/2004,
444,"Sp.Kep, Putri Sari",1413,1,F,28/06/1982,15/03/2022,
445,"Mega Sinaga, M.Ak",1428,2,F,15/06/1975,20/01/2011,
446,"Kurniawan Hutapea, A.Md.Rad",1417,1,M,17/07/1985,15/04/2022,
447,"Rahmat Susanto",1429,2,M,18/06/1977,24/01/2004,
448,"S.Keb, Putri Simbolon",1414,1,F,27/08/1991,17/06/2018,
449,"Lukman Gunawan",1431,2,M,22/12/1979,12/03/2009,
450,"S.T, Budi Prabowo",1434,2,M,16/06/1995,17/03/2025,
451,"MBA, Nanang Siregar",1423,2,M,05/11/1989,11/04/2021,
452,"Wati Nugroho, S.Adm",1427,2,F,09/05/1990,09/03/2017,
453,"Dr., Lestari Priyanto",1413,1,F,21/11/1969,12/06/1998,
454,"Dr., Yanto Putra",1413,1,M,05/03/1984,13/08/2008,
455,"Indah Situmorang, M.KM",1426,2,F,22/10/1972,17/07/2004,
456,"Citra Wijayanto, Dr.",1413,1,F,03/07/1965,01/12/1985,
457,"Sp.Kep, Galih Lubis",1413,1,M,25/06/1988,27/10/2025,
458,"Sinta Rahman, A.Md.T",1434,2,F,29/07/1989,14/02/2008,
459,"Tuti Prabowo, S.Ked",1411,1,F,06/07/1994,07/10/2021,
460,"Yanto Hakim, Pharm.D",1419,1,M,18/09/1996,23/05/2015,
461,"Haris Priyanto, Dr.",1411,1,M,28/08/2000,01/01/2021,
462,"S.Kep, Retno Firmansyah",1413,1,F,03/09/1974,07/03/2003,
463,"Wulan Maulana",1413,1,F,04/11/1994,05/03/2012,
464,"Nanang Raharjo",1426,2,M,27/04/1981,08/12/2015,
465,"Dewi Wijayanto, A.Md.Kep",1413,1,F,24/01/1995,22/03/2015,
466,"Hendra Rahman",1429,2,M,15/11/1994,09/12/2022,
467,"Teguh Purwanto",1430,2,M,03/11/1995,09/08/2024,
468,"Mahendra Priyanto",1430,2,M,19/05/1980,27/10/2018,
469,"Wati Lubis",1433,2,F,11/01/1974,09/10/2002,
470,"S.E, Budi Wijayanto",1427,2,M,24/09/1969,25/12/1999,
471,"Tri Firmansyah, S.Si",1418,1,F,24/03/1979,14/01/1998,
472,"Vera Wijayanto",1433,2,F,29/04/1994,25/05/2014,
473,"Novita Manurung, S.Ked",1411,1,F,31/10/2003,25/12/2025,
474,"A.Md.Kes, Yuni Sitompul",1415,1,F,13/11/1996,21/04/2016,
475,"Teguh Gunawan",1420,1,M,20/05/1973,27/05/1991,
476,"Rahmat Kurniawan, A.Md.Kes",1418,1,M,05/10/1976,06/12/1996,
477,"S.Adm, Sri Hutapea",1427,2,F,18/12/1989,26/03/2022,
478,"Tri Prasetyo",1413,1,F,09/02/1993,23/06/2016,
479,"Tri Pasaribu, MBBS",1411,1,F,17/06/1972,27/08/1993,12/05/1999
480,"M.Kep, Diana Setiadi",1413,1,F,27/07/1988,05/03/2011,
481,"Hesti Sugiarto",1430,2,F,03/02/1992,02/09/2024,
482,"DrPH, Yuliana Wibowo",1424,2,F,25/06/1972,18/03/1995,
483,"Hesti Permana, Dr.",1413,1,F,07/01/1973,14/06/2006,11/04/2025
484,"Dewi Budiman, dr. Sp.THT",1412,1,F,17/08/1995,29/09/2020,
485,"M.Kes, Ani Firmansyah",1415,1,F,22/10/1968,28/03/2001,02/11/2018
486,"Farhan Suryanto",1431,2,M,02/11/1972,22/11/2006,
487,"Dwi Purwanto",1420,1,M,17/12/1967,01/07/2001,
488,"drg. Sp.Ort, Galih Rahman",1412,1,M,28/07/1981,28/04/2006,
489,"Linda Pasaribu",1430,2,F,26/10/1976,16/10/2008,
490,"Zara Siahaan",1427,2,F,31/10/2001,10/07/2024,
491,"Tri Maulana, M.Keb",1414,1,F,02/08/1995,06/02/2017,
492,"S.KM, Ika Wijaya",1424,2,F,02/04/1988,23/07/2015,
493,"A.Md.Keb, Ayu Wijaya",1414,1,F,16/03/1966,31/05/2001,
494,"S.Tr.Kes, Lukman Suryanto",1418,1,M,21/04/2001,25/02/2021,
495,"Putri Kusuma, S.Kep",1413,1,F,31/01/1989,13/05/2021,05/01/2022
496,"A.Md.Kom, Vera Siahaan",1425,2,F,01/05/1987,12/11/2022,
497,"Putri Panjaitan, S.Kep",1413,1,F,13/04/1969,04/06/2009,
498,"S.T, Yoga Situmorang",1434,2,M,13/08/1998,15/10/2025,
499,"Ratna Nasution, S.Keb",1414,1,F,21/12/1993,19/07/2017,
500,"Eko Suryanto",1432,2,M,03/04/1972,28/01/1992,
501,"Oki Utomo",1429,2,M,01/01/1991,20/05/2022,
502,"M.Kes, Gilang Sari",1415,1,M,04/06/1995,31/01/2022,
503,"Ani Wijaya, S.Ak",1428,2,F,24/09/1993,13/06/2013,28/08/2015
504,"Rahmat Tampubolon, S.Tr.Rad",1417,1,M,19/07/1988,28/03/2020,
505,"Indra Rahman",1428,2,M,25/10/1969,23/04/1989,
506,"Kurniawan Hakim, A.Md.Kes",1415,1,M,31/01/1988,16/11/2018,
507,"Prasetyo Wibowo, dr. Sp.A",1412,1,M,02/05/2003,10/12/2025,
508,"M.Keb, Mega Raharjo",1414,1,F,18/09/1976,26/11/2008,12/11/2023
509,"Mahendra Tampubolon",1432,2,M,26/01/1996,02/03/2019,
510,"Elia Sari",1414,1,F,01/05/1992,12/01/2015,
511,"M.Ked, Agus Sugiarto",1411,1,M,26/11/2001,01/03/2024,24/02/2025
512,"A.Md.Keb, Mega Santoso",1414,1,F,23/10/1972,30/03/2004,
513,"Lestari Malik, Sp.Kep",1413,1,F,11/01/1997,23/08/2018,29/06/2022
514,"M.Gz, Kartika Rahman",1421,1,F,04/01/1997,01/07/2019,
515,"Tri Priyanto, Sp.Farm",1419,1,F,11/11/2002,16/04/2020,
516,"Slamet Purwanto, M.Adm.Kes",1423,2,M,26/07/1979,09/07/1998,
517,"M.Ft, Diana Raharjo",1420,1,F,01/12/1993,01/08/2014,13/12/2024
518,"Vera Hermawan, Dr.",1413,1,F,05/10/2002,15/05/2023,
519,"Nugroho Purwanto",1429,2,M,01/10/1991,02/08/2021,
520,"Nugroho Nugroho, S.Sos",1427,2,M,02/03/1975,06/06/2003,
521,"Hadi Prasetyo, MARS",1423,2,M,04/03/1990,21/09/2017,
522,"Joko Susanto",1427,2,M,08/04/1985,15/01/2009,
523,"Wati Suprapto, S.Si",1418,1,F,13/01/1975,10/04/2008,
524,"Bella Putra",1427,2,F,03/07/1986,13/01/2024,
525,"Mega Siregar",1415,1,F,02/06/2003,15/04/2021,
526,"Agus Tampubolon",1411,1,M,18/11/1992,07/05/2013,
527,"Hesti Sinaga, Apt.",1419,1,F,25/04/1976,18/03/2011,
528,"Puspita Wibowo",1434,2,F,01/12/1999,28/07/2025,
529,"Diana Prabowo",1416,1,F,08/03/2000,03/06/2024,
530,"Pharm.D, Mega Simanjuntak",1419,1,F,11/12/1971,04/04/2005,
531,"S.Gz, Fitri Setiawan",1421,1,F,27/04/1991,30/05/2024,
532,"MARS, Citra Sitompul",1424,2,F,13/02/1974,19/08/2000,
533,"Vera Priyanto",1420,1,F,05/12/1985,01/04/2024,
534,"Ratna Wijayanto",1430,2,F,25/11/1975,01/07/2000,
535,"Ners, Yanti Kurniawan",1413,1,F,03/05/1997,27/09/2019,
536,"Sp.Kep, Taufik Putra",1413,1,M,08/06/1969,12/04/1994,
537,"S.Ft, Zainal Pratama",1420,1,M,14/11/1984,30/09/2024,
538,"Agus Saputra",1430,2,M,29/01/1972,12/09/1997,29/06/2001
539,"Endah Wibowo",1429,2,F,27/12/2000,28/08/2025,
540,"S.Kes, Endah Utomo",1415,1,F,21/06/1974,15/03/2004,
541,"Dwi Rahman, M.Ked",1411,1,M,28/09/1978,07/02/2013,
542,"M.Ked, Firmansyah Hermawan",1411,1,M,20/02/2003,24/02/2021,
543,"SST, Galih Tampubolon",1417,1,M,26/05/2002,10/09/2022,12/12/2024
544,"dr. Sp.Rad, Yoga Maulana",1412,1,M,17/01/1989,11/12/2008,
545,"Elia Setiadi, A.Md",1427,2,F,21/02/1968,03/03/1999,25/07/2005
546,"Indra Manurung, S.E",1423,2,M,20/02/2002,10/12/2022,
547,"Cahyo Permana, Dra.",1423,2,M,30/05/1975,26/11/2000,14/07/2002
548,"Irfan Hutabarat",1429,2,M,14/12/2001,28/09/2025,
549,"Ika Situmorang",1423,2,F,27/07/1978,04/09/2007,
550,"Firmansyah Saputra, dr. Sp.Rad",1412,1,M,19/07/1984,05/03/2013,
551,"Dr., Fani Siahaan",1413,1,F,17/06/1997,25/06/2020,
552,"Bambang Hutabarat",1418,1,M,27/11/1998,11/04/2019,
553,"Lestari Siahaan, S.Kes",1424,2,F,21/12/1971,19/06/2006,
554,"Ratna Susanto, dr.",1411,1,F,30/01/1984,15/01/2016,
555,"Widya Pasaribu, M.Keb",1414,1,F,11/07/1988,26/06/2010,
556,"dr. Sp.OG, Sri Tampubolon",1412,1,F,15/11/1997,19/07/2021,23/09/2022
557,"Pharm.D, Ani Panjaitan",1419,1,F,07/09/1992,26/07/2020,
558,"A.Md.Kep, Nugroho Purwanto",1413,1,M,19/07/1970,17/07/2004,30/10/2008
559,"MARS, Citra Simanjuntak",1423,2,F,24/02/1979,07/05/2019,
560,"S.Kep, Intan Prasetyo",1413,1,F,20/09/1988,07/01/2007,
561,"Endah Wijayanto",1430,2,F,11/08/1983,24/06/2023,
562,"SST, Ani Tampubolon",1414,1,F,14/04/1996,21/06/2015,
563,"Bayu Simanjuntak, M.Biomed",1418,1,M,11/07/1992,08/10/2018,26/10/2024
564,"Bayu Permana, Dr.",1413,1,M,13/01/1982,29/08/2011,
565,"Eko Nasution",1433,2,M,26/04/1994,01/03/2013,
566,"Maya Firmansyah, A.Md.Kes",1415,1,F,25/12/1990,21/08/2012,30/12/2024
567,"A.Md.ELM, Maya Santoso",1416,1,F,17/02/1992,06/10/2019,
568,"Sinta Hutabarat, S.Keb",1414,1,F,07/03/1991,01/10/2014,
569,"S.Kes, Mira Nasution",1415,1,F,04/07/1994,29/02/2024,
570,"S.Kep, Wati Wijayanto",1413,1,F,03/03/1978,18/04/2009,
571,"Bella Nasution, Ners",1413,1,F,25/09/1991,15/11/2018,
572,"Mira Pratama, Sp.Kep",1413,1,F,26/01/2002,24/06/2025,
573,"M.T, Vina Simbolon",1425,2,F,05/09/1965,11/03/1993,
574,"Agus Hutabarat",1429,2,M,09/11/1985,28/06/2012,
575,"Lestari Pasaribu, A.Md.AK",1418,1,F,17/12/1967,03/07/1994,
576,"Slamet Hermawan",1426,2,M,06/08/1984,18/04/2023,
577,"M.Kom, Sinta Pasaribu",1425,2,F,17/12/1976,09/11/2000,
578,"Ners, Sinta Rahman",1413,1,F,01/04/2000,19/11/2020,
579,"Dedi Setiawan",1435,2,M,07/08/1996,11/06/2024,
580,"Ani Utomo",1430,2,F,08/02/1989,24/06/2016,
581,"S.Kep, Nadia Hakim",1413,1,F,08/05/1967,12/04/1995,
582,"MARS, Hendra Santoso",1424,2,M,06/01/1996,10/01/2020,
583,"Ners, Widya Saputra",1413,1,F,12/08/2003,02/07/2023,
584,"Haris Priyanto",1420,1,M,03/08/1982,01/04/2011,
585,"A.Md.Kep, Gilang Maulana",1413,1,M,08/09/1996,02/11/2022,13/04/2024
586,"Kartika Suryanto, A.Md",1427,2,F,30/08/2000,06/01/2021,
587,"Nur Priyanto, M.Kep",1413,1,F,18/12/1991,20/01/2020,
588,"Endah Prabowo",1414,1,F,23/02/1982,07/12/2012,
589,"Gunawan Pasaribu, S.Kep",1413,1,M,04/10/1995,11/08/2023,
590,"Eko Hutabarat, A.Md",1427,2,M,12/12/1980,31/10/2008,20/10/2021
591,"dr. Sp.PD, Vina Wibowo",1412,1,F,14/11/1992,18/07/2025,
592,"Dimas Sari",1432,2,M,14/12/1990,24/03/2025,
593,"Ayu Firmansyah",1427,2,F,08/05/1966,12/11/1988,
594,"Mega Wijayanto, Ners",1413,1,F,24/12/1987,18/02/2011,
595,"Dr., Diah Hutapea",1413,1,F,17/07/1966,26/12/2001,
596,"Dr., Hadi Firmansyah",1411,1,M,26/07/1984,04/10/2006,
597,"Sp.Kep, Nadia Sinaga",1413,1,F,02/11/1979,28/03/2003,
598,"Wulan Situmorang",1430,2,F,27/09/2000,19/09/2022,
599,"Ratna Budiman, M.Kep",1413,1,F,14/05/1999,14/04/2017,
600,"M.Ft, Nadia Simbolon",1420,1,F,10/08/1966,25/12/1991,24/01/1998
601,"Bayu Prabowo",1430,2,M,22/03/1976,17/03/2014,
602,"Ners, Farhan Wibowo",1413,1,M,28/08/1972,25/08/2007,
603,"Elia Simbolon",1417,1,F,19/06/1993,18/12/2023,
604,"Lina Hutapea",1426,2,F,10/08/1970,26/02/2006,
605,"M.Kep, Wahyu Purwanto",1413,1,M,28/09/1971,01/06/1998,
606,"S.Kep, Wati Raharjo",1413,1,F,17/03/1987,24/11/2014,
607,"Sri Raharjo, S.E",1428,2,F,09/10/1985,13/12/2008,
608,"Lukas Budiman",1429,2,M,09/06/1965,02/06/1990,
609,"Bella Siregar, dr. Sp.B",1412,1,F,22/06/1998,22/03/2018,
610,"Sari Wijayanto",1414,1,F,04/02/1965,25/03/1985,
611,"Taufik Wijaya, S.Tr.Kom",1425,2,M,20/08/1983,05/07/2019,
612,"Nur Kurniawan, Dr.",1413,1,F,04/05/1975,05/04/2005,
613,"Teguh Hermawan",1413,1,M,14/07/1973,23/08/2001,
614,"dr. Sp.RM, Nur Hermawan",1412,1,F,23/12/1981,19/02/2008,
615,"drg. Sp.Pros, Bambang Sinaga",1412,1,M,27/04/1989,26/12/2011,
616,"Taufik Hermawan",1423,2,M,19/05/1974,20/06/1998,
617,"Zulkifli Tampubolon, S.Tr.Kes",1418,1,M,14/05/1985,20/04/2003,
618,"Usman Rahman",1430,2,M,15/05/1995,28/02/2015,
619,"Dimas Hutabarat",1422,1,M,17/02/1983,13/07/2021,
620,"Mega Sari, Ners",1413,1,F,11/08/1988,06/01/2021,
621,"Indah Widodo, S.Kep",1413,1,F,01/04/1994,06/01/2022,
622,"Yuliana Maulana, dr. Sp.M",1412,1,F,27/02/1997,13/06/2019,
623,"Ratna Firmansyah, Ners",1413,1,F,17/12/1975,20/06/1993,
624,"Citra Hartono",1434,2,F,20/05/1969,28/11/1990,
625,"Farhan Panjaitan",1426,2,M,19/08/1992,10/01/2019,22/02/2021
626,"Mira Setiadi",1432,2,F,18/02/1965,19/12/1984,
627,"S.Adm.Kes, Yanti Prabowo",1423,2,F,29/11/2002,20/06/2021,
628,"Ika Situmorang, M.Ak",1428,2,F,02/07/1982,30/08/2003,
629,"Hadi Saputra, dr. Sp.PK",1412,1,M,01/07/1965,29/12/1988,18/01/2008
630,"M.Ft, Vera Budiman",1420,1,F,14/08/2001,19/09/2022,
631,"Zara Kurniawan, Dr.",1413,1,F,16/02/1968,01/10/1988,
632,"Retno Hidayat",1413,1,F,10/03/2001,03/05/2024,
633,"Yuliana Prasetyo, M.Kep",1413,1,F,14/05/1965,20/10/1994,
634,"Yanto Widodo",1427,2,M,12/06/1988,21/08/2013,
635,"Ahmad Simanjuntak",1429,2,M,23/05/1997,18/06/2025,
636,"Sri Simanjuntak",1427,2,F,23/03/1978,24/01/2016,
637,"Rina Wijaya",1413,1,F,15/01/1997,12/11/2023,
638,"Silvi Lubis, Ners",1413,1,F,30/04/1985,17/04/2023,
639,"Agus Raharjo",1432,2,M,02/11/1972,23/10/1998,
640,"Farhan Tampubolon, CA",1428,2,M,10/12/1980,25/09/2013,16/01/2018
641,"Jaya Siahaan, S.E",1427,2,M,22/12/1967,29/10/1990,
642,"Mira Nugroho",1419,1,F,06/02/1966,21/11/1994,
643,"Sp.Kep, Puspita Purwanto",1413,1,F,07/05/1978,04/12/2018,
644,"Kurniawan Hakim, M.Ked",1411,1,M,26/03/1976,14/09/2005,
645,"Fajar Hutabarat",1413,1,M,31/05/2001,10/06/2024,
646,"Ners, Fani Sari",1413,1,F,27/08/1968,10/02/2005,04/09/2006
647,"Vera Priyanto, Ak.",1428,2,F,26/02/1975,06/09/2005,
648,"Diana Maulana, S.Ft",1420,1,F,15/02/1971,22/04/1995,
649,"dr. Sp.KJ, Gilang Hartono",1412,1,M,17/07/1996,26/02/2023,
650,"S.Gz, Nur Prabowo",1421,1,F,11/10/1996,31/10/2015,
651,"A.Md.Kes, Joko Hartono",1415,1,M,30/04/1966,23/06/2005,01/07/2023
652,"Indra Sari, S.E",1423,2,M,09/01/1966,12/02/1995,
653,"Ika Wijaya",1413,1,F,29/02/1988,04/06/2013,
654,"Nanang Hidayat",1419,1,M,25/06/1973,02/07/2005,
655,"Sp.Kep, Mira Purwanto",1413,1,F,17/05/1986,04/09/2017,
656,"Susilo Wibowo, S.E",1423,2,M,21/08/1985,14/03/2013,
657,"Rudi Nugroho, Dr.",1411,1,M,15/05/1972,09/04/1997,
658,"Widya Simanjuntak, Dr.",1413,1,F,13/10/1973,09/12/2002,
659,"M.Adm.Kes, Citra Setiadi",1423,2,F,11/02/1985,30/11/2021,
660,"Dewi Suprapto, MARS",1424,2,F,11/02/1994,20/02/2012,
661,"Ningsih Susanto",1413,1,F,16/09/1968,25/08/1994,
662,"Endah Firmansyah, S.Kep",1413,1,F,24/09/1968,23/05/1991,
663,"Taufik Suryanto",1425,2,M,05/06/2002,26/12/2023,
664,"Indra Simanjuntak, S.Tr.Rad",1417,1,M,09/08/1998,06/03/2019,
665,"Puspita Raharjo, S.Adm",1427,2,F,15/04/1976,15/03/1996,
666,"Dr., Tuti Sari",1413,1,F,02/02/2000,22/08/2024,
667,"Bayu Sari",1429,2,M,02/09/1978,19/08/2007,
668,"Candra Nugroho",1413,1,M,25/01/1968,30/08/1994,
669,"S.Tr.ELM, Farhan Hutapea",1416,1,M,16/03/1965,17/05/2004,
670,"Yuliana Nasution",1430,2,F,31/03/1966,04/12/1989,
671,"Sari Hidayat",1413,1,F,17/08/1994,26/02/2018,
672,"Wati Hartono",1419,1,F,18/07/2001,19/09/2020,
673,"S.Sos, Hesti Setiadi",1427,2,F,09/02/1979,08/01/1998,21/02/2011
674,"Ners, Vera Sugiarto",1413,1,F,25/07/1984,14/07/2017,
675,"Nadia Susanto, A.Md.Kep",1413,1,F,18/07/2002,09/09/2022,
676,"A.Md.Keb, Maya Priyanto",1414,1,F,06/09/1997,05/08/2024,
677,"S.Kom, Tri Putra",1425,2,F,02/03/1985,05/12/2013,26/08/2024
678,"A.Md.Kep, Tuti Nugroho",1413,1,F,25/11/1994,13/05/2025,
679,"Diana Simbolon, A.Md.Kep",1413,1,F,13/10/2000,26/11/2024,
680,"M.Farm, Ningsih Sugiarto",1419,1,F,20/10/1967,05/01/1998,
681,"Novita Sinaga",1423,2,F,11/03/1992,13/12/2016,
682,"A.Md, Kartika Firmansyah",1427,2,F,16/10/1970,17/05/1994,
683,"Widya Simbolon, Dra.",1423,2,F,17/12/1978,05/02/2003,
684,"Fani Kusuma",1430,2,F,05/11/1981,12/08/2012,
685,"Fitri Wibowo, Drs.",1423,2,F,07/07/1996,24/12/2018,
686,"Cahyo Panjaitan, A.Md",1427,2,M,14/11/1974,18/02/1998,
687,"Dimas Nasution, S.Ak",1428,2,M,16/12/1987,08/06/2017,
688,"A.Md.Kom, Taufik Siahaan",1425,2,M,15/05/1981,05/01/2015,
689,"Bayu Situmorang",1429,2,M,13/01/1996,11/04/2019,
690,"S.KM, Galih Sitompul",1435,2,M,05/09/1976,19/10/2005,
691,"Budi Wibowo, S.Adm.Kes",1423,2,M,16/11/1967,09/07/1996,25/12/2013
692,"MD, Fani Siregar",1411,1,F,13/10/1976,16/12/1996,
693,"Vina Sinaga, Bd.",1414,1,F,26/08/1966,26/06/1985,
694,"Vera Setiadi, A.Md.Kep",1413,1,F,01/11/1971,29/04/1992,
695,"Sari Tampubolon",1419,1,F,29/10/1970,03/02/1996,22/10/1998
696,"Retno Sari, S.T",1425,2,F,25/05/1979,31/08/2005,
697,"A.Md.Kes, Nanang Siregar",1415,1,M,03/09/1969,19/03/1994,
698,"Yuni Hartono, Ners",1413,1,F,27/03/1972,31/07/1990,
699,"Linda Permana",1417,1,F,07/10/1986,26/11/2020,
700,"S.KM, Ani Tampubolon",1426,2,F,03/04/1996,21/11/2023,
701,"Sp.Kep, Indra Nugroho",1413,1,M,25/05/1968,05/07/1996,
